FID	Shape	GaugeLID	Status	Location	Latitude	Longitude	Waterbody	State	Observed	ObsTime	Units	Action	Flood	Moderate	Major	LowThresh	LowThreshU	WFO	HDatum	PEDTS	SecValue	SecUnit	URL
7089	Point	TIOP1	not_defined	Tionesta Dam Pool	41.473611	-79.438889	Tionesta Creek	PA	1089.06	7/8/2016 15:45	ft	 	 	 	 	 	ft	pbz	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=tiop1
7090	Point	TISC1	no_flooding	Tisdale Weir	39.026389	-121.821944	Sacramento River	CA	43.91	7/8/2016 16:15	ft	45.5	53	56	57	 	ft	sto	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=tisc1
7091	Point	TIVT2	not_defined	Tivoli	28.505556	-96.884444	Guadalupe River	TX	6.86	7/8/2016 15:30	ft	 	 	 	 	 	ft	crp	NAD83/WGS84	HGIRG	2.53	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=tivt2
7092	Point	TJBN5	no_flooding	Taos	36.32	-105.754444	Rio Grande	NM	4.34	7/8/2016 15:30	ft	9	10	12	15	 	ft	abq	NAD83/WGS84	HGIRG	0.83	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=tjbn5
7093	Point	TJCC1	not_defined	Hansen Dam	34.253611	-118.388056	Big Tujunga Creek	CA	0.94	7/8/2016 16:00	ft	 	 	 	 	 	ft	lox	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lox&gage=tjcc1
7094	Point	TKDW3	no_flooding	Tomahawk Dam	45.441667	-89.730556	Wisconsin River	WI	1420.92	7/8/2016 16:10	ft	1427	1429	1431	1434	 	ft	grb	NAD83/WGS84	HTIRP	2.71	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=tkdw3
7095	Point	TKLT2	no_flooding	Tankersley	31.33	-100.64	Spring Creek (Concho River Basin)	TX	3.7	7/8/2016 15:45	ft	8	14	17	21	 	ft	sjt	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=tklt2
7096	Point	TKMM2	not_defined	Adelphi Mill	38.992778	-76.972778	Northwest Branch Anacostia River	MD	0.85	7/8/2016 10:25	ft	 	 	 	 	 	ft	lwx	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=tkmm2
7097	Point	TKPM2	no_flooding	Takoma Park	38.986111	-77.005278	Sligo Creek	MD	0.86	7/8/2016 16:15	ft	4	6	8	11	 	ft	lwx	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=tkpm2
7098	Point	TKRG1	no_flooding	Hinton	34.522778	-84.611111	Talking Rock Creek	GA	1.07	7/8/2016 15:45	ft	8	10	14	16	 	ft	ffc	NAD83/WGS84	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=tkrg1
7099	Point	TKRN7	no_flooding	sr1172 nr Cullowhee	35.287778	-83.143889	Tuckasegee River	NC	4.22	7/8/2016 15:15	ft	13	16	19	22	 	ft	gsp	NAD83/WGS84	HGIRG	0.08	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tkrn7
7100	Point	TKSN4	no_flooding	Tocks Island	41.013333	-75.086111	Delaware River	NJ	5.56	7/8/2016 16:15	ft	20	21	23	25	 	ft	phi	NAD83/WGS84	HGIRG	2.54	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=tksn4
7101	Point	TKSN7	no_flooding	Bryson City	35.4275	-83.446944	Tuckasegee River	NC	2.49	7/8/2016 15:15	ft	8	10	13.5	15.5	 	ft	gsp	NAD83/WGS84	HGIRG	1.15	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tksn7
7102	Point	TKST2	no_flooding	Tankersley	31.427222	-100.710833	Middle Concho River	TX	4.98	7/8/2016 15:15	ft	16	18	22	28	 	ft	sjt	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=tkst2
7103	Point	TKSV2	out_of_service	Tinker Creek South	37.319544	-79.929667	Tinker Creek	VA	0.9	7/8/2016 15:55	ft	 	 	 	 	 	 	rnk	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=tksv2
7104	Point	TKTA2	no_flooding	Railroad Bridge	62.326667	-150.122778	Talkeetna River	AK	9.74	7/7/2016 17:00	ft	10	12	14	15.5	 	ft	pafc	NAD83/WGS84	HGIRV	15.6	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=tkta2
7105	Point	TKTN4	no_flooding	Tuckerton	39.508889	-74.325	Little Egg Inlet	NJ	3.64	7/8/2016 16:18	ft	4.1	4.6	5.6	6.6	 	ft	phi	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=tktn4
7106	Point	TKUA2	no_flooding	Canada Border	58.538611	-133.700556	Taku River	AK	34.76	7/8/2016 16:00	ft	42	43	44	45	 	ft	pajk	NAD83/WGS84	HGIRZ	23.1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pajk&gage=tkua2
7107	Point	TKZM7	not_defined	Truman Dam	38.256667	-93.395278	Osage River	MO	708.7	7/8/2016 15:30	ft	 	 	 	 	 	ft	sgf	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tkzm7
7108	Point	TLAG1	no_flooding	Tallapoosa	33.740833	-85.336389	Tallapoosa River	GA	1.36	7/8/2016 16:00	ft	13	16	22	27	 	ft	ffc	NAD83/WGS84	HGIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=tlag1
7109	Point	TLBM8	not_defined	Two Leggins Bridge	45.6441	-107.6575	Bighorn River	MT	10.03	7/8/2016 15:30	ft	 	 	 	 	 	ft	byz	NAD27	HGIRG	2.15	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=byz&gage=tlbm8
7110	Point	TLCN5	not_defined	Bent	33.144722	-105.897222	Tularosa Creek	NM	2.05	7/8/2016 16:00	ft	 	 	 	 	 	ft	epz	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=epz&gage=tlcn5
7111	Point	TLCT2	no_flooding	Talco	33.390556	-95.062222	Sulphur River	TX	8.02	7/8/2016 15:15	ft	19.5	20	26	27.5	 	ft	shv	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=tlct2
7112	Point	TLDN1	no_flooding	Tilden	42.05583	-97.79527	Elkhorn River	NE	5.46	7/8/2016 15:45	ft	15	15.5	 	 	 	ft	oax	NAD83/WGS84	HGIRG	0.69	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=tldn1
7113	Point	TLLA1	not_defined	Martin Dam	32.68	-85.911111	Tallapoosa River	AL	488.59	7/8/2016 15:00	ft	 	 	 	 	 	ft	bmx	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=tlla1
7114	Point	TLLK2	not_defined	Tallega	37.555	-83.593889	Middle Fork Kentucky River	KY	6.53	7/8/2016 15:45	ft	 	 	 	 	 	ft	jkl	NAD83/WGS84	HGIRG	0.97	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=tllk2
7115	Point	TLMC1	not_defined	Talmage	39.113056	-123.181944	Russian River	CA	4.92	7/8/2016 15:30	ft	 	 	 	 	 	ft	eka	NAD83/WGS84	HGIRG	0.14	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=tlmc1
7116	Point	TLMO3	no_flooding	Tillamook	45.475833	-123.725	Wilson River	OR	3.75	7/8/2016 15:30	ft	10.5	12	15.5	19	 	ft	pqr	NAD83/WGS84	HGIRG	0.13	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=tlmo3
7117	Point	TLNA2	not_defined	Tetlin Bridge	63.316667	-142.644167	Tanana River	AK	35.47	7/8/2016 16:00	ft	 	 	 	 	 	ft	pafg	NAD83/WGS84	HGIRG	25.3	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg&gage=tlna2
7118	Point	TLNG1	no_flooding	Tilton	34.666667	-84.928333	Conasauga River	GA	2.75	7/8/2016 16:00	ft	15	18	24	28	 	ft	ffc	NAD83/WGS84	HGIRG	0.23	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=tlng1
7119	Point	TLPT2	no_flooding	Guthrie 19NE	33.795833	-100.074722	Middle Wichita River	TX	7.38	7/8/2016 15:45	ft	 	15	 	 	 	ft	lub	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lub&gage=tlpt2
7120	Point	TLRA2	not_defined	Iliamna	59.786667	-155.253056	Upper Talarik Creek	AK	17.06	7/8/2016 15:15	ft	 	 	 	 	 	ft	pafc2	NAD83/WGS84	HGIRZ	0.2	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc2&gage=tlra2
7121	Point	TLRT1	not_defined	Tellico Plains	35.361944	-84.279167	Tellico River	TN	1.05	7/8/2016 16:15	ft	 	 	 	 	 	ft	mrx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=tlrt1
7122	Point	TLSO2	no_flooding	Tulsa	36.140556	-96.006111	Arkansas River	OK	4.63	7/8/2016 15:30	ft	15	18	20	22	 	ft	tsa	NAD83/WGS84	HGIRG	11.5	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=tlso2
7123	Point	TLUG1	no_flooding	TALLULAH FALLS DAM	34.738889	-83.395556	Tallulah River	GA	1498.57	7/8/2016 11:00	ft	1500	1501	1505	1510	 	ft	gsp	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tlug1
7124	Point	TLYO3	not_defined	Three Lynx Creek	45.125	-122.072222	Clackamas River	OR	0.8	7/8/2016 15:15	ft	 	 	 	 	 	ft	pqr	NAD83/WGS84	HGIRP	0.75	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=tlyo3
7125	Point	TMAI4	no_flooding	Tama Hwy E49	41.964256	-92.63655	Iowa River	IA	3.69	7/8/2016 16:00	ft	11	12.5	13	14	 	ft	dmx	NAD83/WGS84	HGIRG	0.95	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=tmai4
7126	Point	TMBT2	no_flooding	Tomball	30.119722	-95.645833	Spring Creek	TX	139.23	7/8/2016 16:00	ft	162.2	165.2	 	 	 	ft	hgx	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=tmbt2
7127	Point	TMGC1	obs_not_current	Mission College Blvd.	37.3889	-121.9686	San Tomas Aquino Creek	CA	 	N/A	ft	 	 	 	 	 	ft	mtr	NAD83/WGS84	HGIRG	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=tmgc1
7128	Point	TMHM8	no_flooding	Helena	46.605	-112.089444	Tenmile Creek (MT)	MT	2.22	7/8/2016 16:15	ft	4	4.5	5	6	 	ft	tfx	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=tmhm8
7129	Point	TMLG1	no_flooding	Thomasville (US 84)	30.875556	-84.045556	Ochlockonee River	GA	3.93	7/8/2016 15:45	ft	9	15	20	29.1	 	ft	tae	NAD83/WGS84	HGIRG	0.12	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=tmlg1
7130	Point	TMOG1	no_flooding	GA-158 above Millwood	31.3025	-82.561389	Satilla River	GA	3.05	7/8/2016 15:30	ft	11	14	17	19	 	ft	jax	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=tmog1
7131	Point	TMPM8	no_flooding	Tampico	48.307778	-106.821944	Milk River	MT	4.66	7/8/2016 15:30	ft	21	23	24	27	 	ft	ggw	NAD83/WGS84	HGIRG	0.8	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=tmpm8
7132	Point	TMPS2	obs_not_current	Lake Thompson	44.321944	-97.438333	Vermillion River	SD	 	N/A	ft	 	 	 	 	 	ft	fsd	NAD83/WGS84	HPIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=tmps2
7133	Point	TMRA2	not_defined	Seward Highway	60.845	-148.988333	Twentymile River	AK	11.34	7/8/2016 15:55	ft	 	 	 	 	 	ft	pafc	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=tmra2
7134	Point	TMRM8	not_defined	Browning	48.426667	-112.988889	Two Medicine River	MT	2.3	7/8/2016 16:15	ft	 	 	 	 	 	ft	tfx	NAD83/WGS84	HGIRG	0.19	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=tmrm8
7135	Point	TMRN4	no_flooding	Toms River	39.986389	-74.223333	Toms River	NJ	3.19	7/8/2016 16:00	ft	11	12	13	14	 	ft	phi	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=tmrn4
7136	Point	TMSC1	obs_not_current	Williams Road	37.3066	-121.9641	San Tomas Aquino Creek	CA	 	N/A	ft	5	 	6.7	 	 	ft	mtr	NAD83/WGS84	HGIRR	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=tmsc1
7137	Point	TMVC3	no_flooding	Thompsonville	41.987319	-72.605367	Connecticut River	CT	-2.24	7/8/2016 15:30	ft	4	5	7	9	 	ft	box	NAD27	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=tmvc3
7138	Point	TMVN7	no_flooding	Tomotla	35.138889	-83.980556	Valley River	NC	1.95	7/8/2016 15:30	ft	6	12	13	14	 	ft	mrx	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=tmvn7
7139	Point	TNAW1	not_defined	Cle Elum	47.246389	-120.861111	Teanaway River	WA	10.62	7/8/2016 15:30	ft	 	 	 	 	 	ft	pdt	NAD83/WGS84	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=tnaw1
7140	Point	TNCM8	not_defined	Twin Creek near Hungry Horse	47.979167	-113.56	South Fork Flathead River	MT	6.32	7/8/2016 15:45	ft	 	 	 	 	 	ft	mso	NAD83/WGS84	HGIRG	1.42	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=tncm8
7141	Point	TNGK1	no_flooding	Tonganoxie	39.116389	-95.010833	Stranger Creek	KS	4.95	7/8/2016 15:30	ft	18	23	30	35	 	ft	eax	NAD83/WGS84	HGIRG	0.4	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=tngk1
7142	Point	TNGT2	no_flooding	Terlingua	29.202778	-103.619444	Terlingua Creek	TX	2.98	7/8/2016 16:15	ft	10	20	21	 	 	ft	maf	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=tngt2
7143	Point	TNKP1	no_flooding	Tunkhannock	41.558333	-75.895	Tunkhannock Creek	PA	1.23	7/8/2016 16:15	ft	9	11	14	17	 	ft	bgm	NAD83/WGS84	HGIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=tnkp1
7144	Point	TNLT2	no_flooding	Tilden	28.587222	-98.545556	San Miguel Creek	TX	2.24	7/8/2016 15:15	ft	12	21	23	26	 	ft	crp	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=tnlt2
7145	Point	TNMM3	no_flooding	Taunton	41.899823	-71.08949	Mill River	MA	3.09	7/8/2016 16:00	ft	8	8.5	 	 	 	ft	box	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=tnmm3
7146	Point	TNRA3	no_flooding	Roosevelt	33.98	-111.302778	Tonto Creek	AZ	0.89	7/8/2016 15:15	ft	14.5	16	20	21	 	ft	psr	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=psr&gage=tnra3
7147	Point	TNRK1	obs_not_current	Turner Bridge	39.093333	-94.710278	Kansas River	KS	 	N/A	ft	37	41	47.5	54	 	ft	eax	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=tnrk1
7148	Point	TNTN2	not_defined	Tracy	39.556667	-119.552222	Truckee River	NV	6.77	7/8/2016 16:00	ft	 	 	 	 	 	ft	rev	NAD83/WGS84	HGIRG	0.17	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=tntn2
7149	Point	TNTN7	no_flooding	Trenton	35.064167	-77.461389	Trent River	NC	2.91	7/8/2016 15:45	ft	13.5	14	18	22	 	ft	mhx	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=tntn7
7150	Point	TNTP1	not_defined	Tionesta Dam Tailwater	41.477778	-79.444167	Tionesta Creek	PA	1.16	7/8/2016 15:45	ft	 	 	 	 	 	ft	pbz	NAD83/WGS84	HTIRG	0.15	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=tntp1
7151	Point	TNUA2	not_defined	Tununak	60.578056	-165.269167	Tununak	AK	6.53	7/8/2016 16:00	ft	 	 	 	 	 	ft	pafc2	NAD83/WGS84	HGIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc2&gage=tnua2
7152	Point	TNZM7	no_flooding	Tecumseh	36.623056	-92.248056	North Fork White River	MO	3.05	7/8/2016 15:45	ft	18	20	25	30	2.3	ft	sgf	NAD83/WGS84	HGIRG	0.73	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tnzm7
7153	Point	TOAP4	no_flooding	Toa Alta	18.411389	-66.260833	Rio De La Plata	PR	2.24	7/8/2016 15:30	ft	8	16	19	23	 	ft	sju	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=toap4
7154	Point	TOBG1	no_flooding	West Macon	32.808889	-83.758333	Tobesofkee Creek	GA	2.12	7/8/2016 15:45	ft	17	20	28	33	 	ft	ffc	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=tobg1
7155	Point	TODA1	no_flooding	Oliver Lock and Dam	33.209167	-87.596389	Black Warrior River	AL	95.15	7/8/2016 15:30	ft	122	129	138	146	 	ft	bmx	NAD83/WGS84	HTIRG	0.84	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=toda1
7156	Point	TODA4	no_flooding	Toad Suck LD	35.077222	-92.539722	Arkansas River	AR	255.2	7/8/2016 15:00	ft	273	275	278	280	 	ft	lzk	NAD83/WGS84	HTIRG	43.7	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=toda4
7157	Point	TOGA2	not_defined	Togiak	59.277222	-160.198611	Togiak River	AK	2.21	7/8/2016 15:30	ft	 	 	 	 	 	ft	pafc	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=toga2
7158	Point	TOLI4	not_defined	Toledo	42.000102	-92.588611	Deer Creek (East Central IA)	IA	4.39	7/8/2016 15:00	ft	 	 	 	 	 	ft	dmx	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=toli4
7159	Point	TOLN8	not_defined	Tolna Coulee	47.860833	-98.494444	Devils Lake	ND	0.83	7/8/2016 16:00	ft	 	 	 	 	 	ft	fgf	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=toln8
7160	Point	TOLS1	no_flooding	Rock Hill	34.956389	-81.106389	Tools Fork Creek	SC	2.53	7/8/2016 15:45	ft	10	11	15	20	 	ft	gsp	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tols1
7161	Point	TOLW1	no_flooding	Carnation	47.695833	-121.822778	Tolt River	WA	0.24	7/8/2016 15:15	kcfs	 	5	7	8.5	 	ft	sew	NAD83/WGS84	QRIRV	4.9	ft	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=tolw1
7162	Point	TOMC2	no_flooding	Gunnison	38.521667	-106.940278	Tomichi Creek	CO	1.8	7/8/2016 15:45	ft	5	 	 	 	 	ft	gjt	NAD83/WGS84	HGIRG	0.2	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=tomc2
7163	Point	TOMI1	not_defined	Clayton	44.270456	-114.516569	Thompson Creek (ID)	ID	2.38	7/8/2016 15:45	ft	 	 	 	 	 	ft	pih	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=tomi1
7164	Point	TOMN7	no_flooding	Tomahawk	34.754722	-78.289167	Black River	NC	4.71	7/8/2016 16:00	ft	16	18	20	22	 	ft	rah	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=tomn7
7165	Point	TONA1	no_flooding	Toney Drive in Huntsville	34.698056	-86.550556	Aldridge Creek (AL)	AL	3.45	7/8/2016 15:50	ft	9	11	12	14	 	ft	hun	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=tona1
7166	Point	TONA2	no_flooding	Richardson Hwy Bridge	61.661389	-145.183889	Tonsina River	AK	9.69	7/8/2016 16:00	ft	11.5	12.5	13	 	 	ft	pafc3	NAD83/WGS84	HGIRG	2.4	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc3&gage=tona2
7167	Point	TONO2	no_flooding	Tonkawa	36.671944	-97.309167	Salt Fork Arkansas River	OK	3.51	7/8/2016 15:30	ft	14	17	20	25	 	ft	oun	NAD83/WGS84	HGIRG	0.17	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=tono2
7168	Point	TONW1	no_flooding	Tonasket	48.6325	-119.460556	Okanogan River	WA	7.17	7/8/2016 16:15	ft	14	15	17	18	 	cfs	otx	NAD83/WGS84	HGIRG	2.92	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=tonw1
7169	Point	TOPI1	not_defined	Topaz	42.625106	-112.087961	Portneuf River	ID	2.71	7/8/2016 15:15	ft	 	 	 	 	 	ft	pih	NAD83/WGS84	HGIRG	0.17	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=topi1
7170	Point	TOPK1	no_flooding	Topeka	39.099444	-95.724722	Soldier Creek	KS	1	7/8/2016 16:00	ft	24	29	34	40	 	ft	top	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=topk1
7171	Point	TOPN2	not_defined	Topaz Lake	38.693333	-119.520278	West Walker River	NV	4997.26	7/8/2016 16:00	ft	 	 	 	 	 	ft	rev	NAD83/WGS84	HPIRG	42.6	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=topn2
7172	Point	TOPW1	not_defined	Fort Simcoe	46.311111	-120.786944	Toppenish Creek	WA	2.3	7/8/2016 15:45	ft	 	 	 	 	 	ft	pdt	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=topw1
7173	Point	TORN7	no_flooding	HUNTERSVILLE	35.403611	-80.882778	Torrence Creek	NC	1.54	7/8/2016 15:40	ft	10	12	13	18	 	ft	gsp	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=torn7
7174	Point	TORW2	no_flooding	Tornado	38.338889	-81.841667	Coal River (WV)	WV	11.13	7/8/2016 16:15	ft	20	25	27	32	 	ft	rlx	NAD27	HGIRG	1.46	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=torw2
7175	Point	TOSM8	no_flooding	Toston	46.096572	-111.420278	Missouri River	MT	3.13	7/8/2016 16:00	ft	10	10.5	11	12	 	ft	tfx	NAD83/WGS84	HGIRG	1.77	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=tosm8
7176	Point	TOTW1	no_flooding	Tower Road near Silver Lake	46.334722	-122.840556	Toutle River	WA	4.15	7/8/2016 16:00	ft	22	25	 	30	 	ft	pqr	NAD83/WGS84	HGIRG	0.76	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=totw1
7177	Point	TOWG1	no_flooding	Juliette	33.114722	-83.870556	Towaliga River	GA	1.91	7/8/2016 15:45	ft	13	16	22	28	 	ft	ffc	NAD83/WGS84	HGIRG	0.06	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=towg1
7178	Point	TOWK1	no_flooding	Towanda	37.796111	-97.014167	Whitewater River (KS)	KS	3.12	7/8/2016 15:30	ft	20	22	25	28	 	ft	ict	NAD27	HGIRG	0.27	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=towk1
7179	Point	TOWM6	no_flooding	Town Creek/Jackson	32.303611	-90.1925	Town Creek (Central MS)	MS	1.71	7/8/2016 15:15	ft	8	 	 	 	 	ft	jan	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=towm6
7180	Point	TOWN7	no_flooding	US258 Near Pinetops	35.798056	-77.591667	Town Creek	NC	3.69	7/8/2016 15:20	ft	20	21	26	28	 	ft	rah	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=town7
7181	Point	TOWN8	obs_not_current	Towner	48.351389	-100.419444	Souris River	ND	 	N/A	ft	1453	1454	1456	1458	 	ft	bis	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=town8
7182	Point	TOWP1	no_flooding	Towanda	41.765278	-76.441111	Susquehanna River	PA	0.07	7/8/2016 15:45	ft	14	16	18	25.1	 	ft	bgm	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=towp1
7183	Point	TOWV1	no_flooding	Townshend Lake	43.051111	-72.700556	West River	VT	2.62	7/8/2016 15:30	ft	10	11	13	16	 	ft	aly	NAD83/WGS84	HTIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=towv1
